MA20,MA50,RSI,MACD,Signal Line
21.87849988937378,22.7764266204834,54.242740540724164,0.07793585621074328,-0.10549180159689953
2.058199995756149,2.062853362560272,46.770690107972676,0.019785964258433264,0.021441353323432312
258.7209983825684,253.43419952392577,43.10508413205151,0.646615097199259,3.1764689880527417
228.0605010986328,219.64833465576172,63.00781767356764,5.77745175392576,4.944856337998268
134.1959991455078,150.43899963378905,66.34779473176978,6.205893433059202,-1.0603434376457124
165.20100021362305,187.79,19.819923419876364,-17.24476810776372,-13.664885529884884
29.824566555023193,25.61474666595459,75.4594753558754,2.737211493824141,2.280762781029731
15.36739993095398,14.644706687927247,70.85883993220642,0.5350396126625014,0.34802033716173997
14.899033498764037,15.541773433685302,47.27583571457311,-0.4735576634718015,-0.4560648079997891
238.86750030517578,233.87499969482423,50.93278264357438,2.7113592121797865,2.7043308513635744
13.432433366775513,13.05621337890625,64.8143927521823,0.4327377575595648,0.31972621099080833
178.57800064086913,188.88980072021485,46.76801476208128,-5.886563916544446,-6.859779954654261
14.513633394241333,15.672506599426269,44.88561674145402,-0.18550344657113094,-0.3450983374122213
242.62799987792968,200.21299957275392,63.102474129839905,16.49508319805122,18.469360216850944
25.044200134277347,22.935520095825197,71.40125756111674,1.6964031906410852,1.4176981519440868
253.62283630371093,242.28000183105468,62.52424336659093,5.458590570428072,5.394813876695165
316.07349700927733,334.5094647216797,46.49468815273913,-10.532744260001436,-11.413906346335148
2.728800106048584,2.5778666877746583,67.28932021469994,0.12745861756015575,0.10113301380392095
2.983133459091186,2.666000051498413,77.21002626160447,0.2153883517062245,0.16606098678080966
289.77350158691405,288.826201171875,45.70815415751125,-0.01675778949021378,2.6844334407375046
14.021300077438354,13.964106636047363,44.513522958709245,-0.08169672309802323,-0.04427307217518918
16.177399730682374,16.960173263549805,51.45353331106121,-0.09402769252799814,-0.22248672557857746
249.51249923706055,207.12359924316405,68.11879648699629,22.349405299127852,21.11849276758143
2.279766654968262,2.1193199825286864,52.03353039561277,0.0355922093275618,0.05135023798021718
228.81149978637694,244.90059936523437,44.201675470301474,-11.397442184383806,-11.095121180553978
21.271200084686278,22.288813362121584,45.49121403855081,-0.6528128298234428,-0.49741705005825515
16.265166759490967,15.047920017242431,45.440815355538945,0.018744208916970706,0.221821292226896
17.12110004425049,16.295826568603516,59.730777714433444,0.4259807454541473,0.4209171040724957
13.612066650390625,14.583720016479493,39.78014478700379,-0.5564249048750369,-0.5084641704597825
22.40666675567627,19.061613426208496,58.27469848205863,1.1681764852334098,1.4015530488334347
11.654233360290528,10.442733325958251,69.55772935377617,0.5704713709500417,0.5187819558979536
251.31149978637694,205.63699951171876,71.5798344883139,16.501468218309498,17.266891289120867
14.315400075912475,14.748000164031982,47.1701234199449,-0.3701981442307325,-0.29164303684018694
22.00199975967407,20.98273323059082,49.8672156046244,-0.11282795415324642,0.06914904546794341
245.2744987487793,237.56319946289062,31.94668012462292,-3.5736835591799547,-0.0052409707910141545
223.58466796875,216.2279345703125,60.30102139832706,5.12558427719074,3.522915645993676
242.83449935913086,247.2295993041992,27.300710439014008,-11.454502150797708,-6.356744137283501
15.908066654205323,16.8792399597168,48.57101731547526,-0.3000616003099523,-0.39099094768959186
9.194566583633422,8.128879909515382,60.120124852403656,0.4512026274752845,0.5080544763795143
224.71949920654296,244.18139923095703,46.04855000317966,-9.159870213919532,-10.587100015337624
136.81899909973146,125.10345321655274,58.402086969866716,4.24666065863758,4.606460917805004
121.64299926757812,153.8429995727539,56.11038805575946,-5.791323613400209,-10.795446210234374
53.95096645355225,46.395866813659666,69.84951385943863,2.4028681542642545,2.416798496102272
247.13799819946288,232.89579956054686,52.0701177235902,5.042504685346131,5.070092322062342
23.200166320800783,23.184679794311524,53.192407299994926,0.16514718404402373,0.24230186556102282
57.990600204467775,51.57192008972168,60.256542556672834,3.597926897634167,3.15584421492697
15.76656665802002,15.562706718444824,55.28548378662435,0.16783958525519438,0.18308233983115524
16.819599866867065,17.32569330215454,36.57021309655139,-0.3383455424448307,-0.26361285097204334
155.20416564941405,146.86166564941405,72.56256168566617,12.880310710850296,7.690696711801727
239.37200012207032,233.5279995727539,61.96492492268236,3.3253063277909973,2.803170896210071
21.85256681442261,18.534346733093262,80.46247535412513,1.5556876992388808,1.5121686169654713
15.271366643905642,14.81954668045044,53.72828109322864,0.11659338295873134,0.09788530722986714
2.0310000121593474,2.1844133305549622,43.88938734115861,-0.046377575833746576,-0.05612799277240024
188.85600051879882,191.83940032958984,46.28245308724853,0.6130502153501709,1.6238139559211004
14.655933284759522,15.458573455810546,44.98001307806701,-0.015140319153282178,-0.06904841092146002
52.582933044433595,40.1165731048584,44.57449359040437,3.7556610502311685,5.208362614037908
95.95183372497559,75.0203468322754,58.00411600972741,8.075607324246505,9.351694146580005
1.9796333014965057,1.9485732865333558,66.34749613572492,0.07273847882228202,0.04912612359838078
229.59599990844725,209.62939971923828,37.194338414592316,-4.650637896352123,1.9623086568715213
2.00536670088768,2.0720933365821836,56.392630302695544,0.02221168384753014,-0.013255657778275387
