S.No,Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,RSI,MACD,Signal Line,BB_upper,BB_middle,BB_lower,50_MA,200_MA,Daily_Returns,Volatility,Differenced_Close
96,11/4/2011,2.097332954,2.160000086,2.03399992,2.154000044,2.154000044,45493500,1.91039995,1.752586586,71.43457275,0.086594024,0.065544207,2.095973541,1.91039995,1.724826358,1.752586586,1.735996662,-0.004621068,0.032333897,-0.00999999
97,11/7/2011,2.109333038,2.133332968,2.049999952,2.084666967,2.084666967,18994500,1.921699947,1.762639925,64.41786275,0.08915588,0.070266542,2.120358794,1.921699947,1.7230411,1.762639925,1.738256662,-0.032188057,0.032678929,-0.069333076
98,11/8/2011,2.091332912,2.133332968,2.048000097,2.122667074,2.122667074,17518500,1.93579995,1.772146606,66.36775224,0.093178358,0.074848905,2.148953385,1.93579995,1.722646515,1.772146606,1.740643332,0.018228382,0.032332016,0.038000107
99,11/9/2011,2.058000088,2.099333048,2.019999981,2.058666945,2.058666945,14305500,1.946066648,1.780479946,60.36759587,0.090162587,0.077911641,2.162103373,1.946066648,1.730029923,1.780479946,1.742686667,-0.030150809,0.032703709,-0.06400013
100,11/10/2011,2.062666893,2.099999905,2.043333054,2.088666916,2.088666916,11209500,1.957366645,1.789266624,62.09740839,0.08916547,0.080162407,2.178357533,1.957366645,1.736375757,1.789266624,1.744823337,0.014572523,0.032731295,0.029999971
101,11/11/2011,2.126667023,2.299999952,2.038000107,2.24266696,2.24266696,58024500,1.975999993,1.802119963,69.4650777,0.099653026,0.084060531,2.225400943,1.975999993,1.726599043,1.802119963,1.748033336,0.07373126,0.033726163,0.154000044
102,11/14/2011,2.200000048,2.236000061,2.174666882,2.214667082,2.214667082,19885500,1.99533335,1.815653305,66.91810195,0.104500516,0.088148528,2.255558853,1.99533335,1.735107847,1.815653305,1.751073337,-0.012485081,0.033194352,-0.027999878
103,11/15/2011,2.194667101,2.293333054,2.181999922,2.262000084,2.262000084,13365000,2.013966703,1.830306647,68.98814163,0.110883371,0.092695496,2.293794365,2.013966703,1.734139042,1.830306647,1.754413337,0.021372513,0.033190299,0.047333002
104,11/16/2011,2.232000113,2.333333015,2.226666927,2.329333067,2.329333067,27498000,2.038533354,1.845106647,71.70089004,0.119991846,0.098154766,2.337845524,2.038533354,1.739221183,1.845106647,1.758080003,0.029767012,0.033037384,0.067332983
105,11/17/2011,2.299999952,2.32666707,2.212666988,2.245332956,2.245332956,20239500,2.059666651,1.858533306,64.16061901,0.119059825,0.102335778,2.354683378,2.059666651,1.764649925,1.858533306,1.761430002,-0.036061872,0.033535924,-0.084000111
