Close,Volume,SMA_20,EMA_20,RSI
1.784000039100647,18694500,0.00934628827893632,0.00916893022686855,0.4169016518160203
1.773332953453064,9934500,0.009272237623307127,0.009062729740764344,0.4003689149792139
1.7846670150756836,8919000,0.009226668443506485,0.008984827778014865,0.4148519011024486
1.8279999494552608,12870000,0.009206732041931263,0.008983867732548098,0.4633521820041651
1.864667057991028,9168000,0.009210719688926491,0.00904182725590415,0.5018802600536671
1.929332971572876,19066500,0.009231794938038208,0.009198015805841973,0.5644556195340712
1.95533299446106,11226000,0.009278503067230943,0.009381043286193356,0.587363354863221
1.9713330268859863,10935000,0.009326350960660632,0.00957230977992262,0.5840609429679872
1.937999963760376,14346000,0.009355401401907201,0.009691881371538431,0.5486526498320073
1.972000002861023,7848000,0.009440844097847532,0.009854614323923185,0.5450746988434699
2.016666889190674,12085500,0.009585527542373552,0.010073511754287917,0.5674388876586428
2.076667070388794,11467500,0.009815083902577036,0.010367825163396363,0.9589839345974288
2.119999885559082,9781500,0.010093626901891098,0.010703631215495925,0.9210481293822582
2.1066670417785645,15324000,0.010341410730303625,0.010986064732621044,0.8877484758036697
2.128667116165161,9355500,0.010586916659931951,0.011276896395084467,0.9018165882344639
2.171999931335449,19156500,0.010834700386488878,0.011609552295457563,0.9346233569563726
2.0733330249786377,28113000,0.010997041518961075,0.011752227038863118,0.7638330314245397
2.0993330478668213,17368500,0.011492609073930522,0.011923027741875772,0.7553632076116994
2.211333036422729,27162000,0.011866848063815175,0.012257252742632577,0.7888250013559991
2.240000009536743,41427000,0.012253618858247918,0.012605639634608666,0.773880724649116
2.2786669731140137,33295500,0.012676275521825126,0.012982883494684197,0.7793389854430525
2.3313329219818115,20650500,0.013153045624611455,0.013408695793414659,0.7939406407048377
2.299999952316284,17037000,0.013593359874279239,0.013743684413008252,0.7965621470004102
2.281332969665528,24819000,0.013980699735985598,0.01401682033929786,0.758439915871151
2.302000045776367,12306000,0.014354368741896169,0.014297101254165001,0.7474108760926924
2.25,14398500,0.01462835523065259,0.014467260687753329,0.648873487742923
2.2413330078125,9090000,0.014872721294188374,0.014607309274177312,0.6082973734795667
2.253999948501587,9183000,0.015114239474965867,0.014754342541679025,0.6335786894229929
2.227333068847656,8035500,0.01536145342125992,0.014844588715865914,0.585734381937187
2.2939999103546143,10552500,0.01563657875755283,0.015033199255001461,0.6035185747698709
2.2693328857421875,8250000,0.015852463345260054,0.01516427149684254,0.6974096763339713
2.251332998275757,7005000,0.01600170258735447,0.015253981929873359,0.6535949596286305
2.2073330879211426,8607000,0.01607632241211289,0.01526455574357298,0.4861674028809399
2.2079999446868896,5473500,0.01616290395558971,0.015275192421970146,0.44899403879875205
2.204667091369629,9499500,0.016227840367836352,0.015279468905598892,0.3846946368962316
2.315999984741211,23301000,0.016350877866287326,0.015461958859348195,0.4719954546932273
2.4006669521331787,29449500,0.016630560731693937,0.01576290717685684,0.6029403430290032
2.4059998989105225,15024000,0.016892585094309534,0.016043749846310032,0.6334573977626949
2.352667093276977,12772500,0.017013344693976314,0.016212279274960446,0.5452645744747143
2.3333330154418945,8574000,0.017093090911410848,0.016333738989498442,0.5862576682348621
2.354666948318481,10939500,0.017158027323657482,0.01647785894068781,0.6171842049673771
2.3320000171661377,15234000,0.017158597307631564,0.016571886712125707,0.5761461311791579
2.330667018890381,8505000,0.017184800069831058,0.016654820816110118,0.6097572293735664
2.343333005905152,9108000,0.017237774559648075,0.016750177545630143,0.5549855151745812
2.293333053588867,7836000,0.0172303692496317,0.016756233539738277,0.5204215196812845
2.2720000743865967,17559000,0.017249166701814825,0.016727486474050805,0.5161627221253665
2.493333101272583,47107500,0.01746448232410404,0.017056580473607204,0.740109394365208
2.5293331146240234,38088000,0.017699734347968475,0.017412090046324068,0.755985272371872
2.523333072662353,14325000,0.017952644670912718,0.01772411519093854,0.7527356503733049
2.4886670112609863,11946000,0.018118973450380146,0.01795080596794347,0.6512865228211565
2.4826669692993164,13296000,0.018301251799272417,0.018146280773580492,0.5788759177037924
2.438667058944702,15429000,0.01846131503296041,0.018252546162495255,0.5236088134537369
2.5339999198913574,16471500,0.01874042791439294,0.018501641590472934,0.6587576645935139
2.3333330154418945,67227000,0.018847515843419073,0.018405066798771644,0.49109847984936766
2.298666954040528,22641000,0.01892783184111648,0.01826207191910994,0.45213384688918506
2.2100000381469727,24835500,0.01883726265064442,0.017990439785194566,0.41278190061016284
2.1640000343322754,27715500,0.018635048103888142,0.017670875691061405,0.38943410871640455
2.2060000896453857,16582500,0.018464162915718688,0.017449130504950394,0.4099792686840051
2.22933292388916,15508500,0.018358782901502675,0.017285938742620723,0.4521750407506389
2.239332914352417,9744000,0.01827846670009406,0.017154332881318728,0.4709776820667075
2.150000095367432,16494000,0.01810359386492938,0.016891936732834338,0.2427371680670846
2.149333000183105,16732500,0.017947518278236603,0.016653460416640675,0.20274809995600676
2.177333116531372,12346500,0.017816505689506386,0.016482619079659318,0.23631857961803346
2.21066689491272,11623500,0.017703152214700826,0.016381528539312934,0.286023259339252
2.21066689491272,12327000,0.01763252003693764,0.01629006566947573,0.288813633023494
2.129333019256592,13362000,0.017510621487878762,0.01607682275008556,0.2721546291730739
2.121332883834839,10117500,0.01719277454897667,0.015871053387912212,0.16183235781385727
2.194000005722046,10683000,0.016906256968661396,0.015801467102604327,0.3544228918701261
2.2326669692993164,6379500,0.016657904072975245,0.01580054475466102,0.42681817047353443
2.22266697883606,8865000,0.016430626528256415,0.015783666420954127,0.505443311187564
2.208667039871216,6208500,0.016196513657495297,0.01574593426430848,0.5452686071158171
2.252000093460083,9885000,0.016037020407781377,0.015781318520383662,0.5467209286447279
2.262666940689087,7459500,0.0158051862506493,0.01583044657030737,0.5325657099051261
2.1640000343322754,12619500,0.015660503620968137,0.01571659611568728,0.41310239976703095
2.121999979019165,18712500,0.01550955463066269,0.015546204329116776,0.4592577248120379
2.1646668910980225,17370000,0.015470820776904343,0.015460494458707577,0.5071362419890433
2.012666940689087,46458000,0.015341517732673941,0.015139081088035425,0.35186402716144505
2.003999948501587,29218500,0.015168923407427093,0.01483437332774755,0.30942743513951293
2.1973330974578857,83344500,0.01514158189954671,0.0148688660370343,0.48215442519415547
2.150000095367432,18319500,0.015065253548844533,0.01482413339752938,0.5055643138316788
2.003999948501587,20713500,0.01494050711702738,0.014549420655384934,0.42129077193322134
