Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,Middle_Band,Upper_Band,Lower_Band
2010-06-29,1.2666670083999634,1.6666669845581057,1.1693329811096191,1.5926669836044312,1.5926669836044312,281494500,,1.5926669836044312,,,,
2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,1.5886670351028442,257806500,,1.5922860361280895,,,,
2010-07-01,1.6666669845581057,1.7280000448226929,1.3513330221176147,1.4639999866485596,1.4639999866485596,123282000,,1.5800683171300391,,,,
2010-07-02,1.5333329439163208,1.5399999618530271,1.24733304977417,1.2799999713897705,1.2799999713897705,77097000,,1.55149037944049,,,,
2010-07-06,1.3333330154418943,1.3333330154418943,1.0553330183029177,1.0740000009536743,1.0740000009536743,103003500,,1.5060151052988884,,,,
2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,1.053333044052124,103825500,,1.4629025280372918,,,,
2010-07-08,1.0759999752044678,1.1679999828338623,1.037999987602234,1.1640000343322754,1.1640000343322754,115671000,,1.4344356238749094,,,,
2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,1.159999966621399,60759000,,1.4082988946126704,,,,
2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,1.136667013168335,33037500,,1.3824291916179718,,,,
2010-07-13,1.1593329906463623,1.2426669597625732,1.126667022705078,1.2093329429626465,1.2093329429626465,40201500,,1.365943834603179,,,,
2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779177,1.3226670026779177,62928000,,1.3618222315626778,,,,
2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,1.3259999752044678,56097000,,1.3584105880999913,,,,
2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,1.3760000467300415,39319500,,1.3600857746361865,,,,
2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,1.4606670141220093,37297500,,1.3696649403015029,43.408793878138496,,,
2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,1.3533329963684082,27379500,,1.3681095170697797,39.206236953882936,,,
2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,1.3480000495910645,18787500,,1.3661943296908545,39.159154250564605,,,
2010-07-22,1.3666670322418213,1.4166669845581057,1.3580000400543213,1.399999976158142,1.399999976158142,14367000,,1.3694139150686913,46.915168114319506,,,
2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,1.4193329811096191,9804000,,1.374168111834494,57.98317318857011,,,
2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,1.3966670036315918,13833000,,1.3763108634342176,73.40429634505095,,,
2010-07-27,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,1.3700000047683716,9295500,1.3247667014598847,1.3757098292755656,72.77088914128967,1.3247667014598847,1.6309618786795175,1.018571524240252
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,1.3813329935073853,7008000,1.3142000019550324,1.376245368726215,68.23266496666434,1.3142000019550324,1.5950013524462479,1.033398651463817
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,1.3566670417785645,9240000,1.3026000022888184,1.3743807661597722,65.94602818232272,1.3026000022888184,1.5532054753757394,1.0519945292018975
2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,1.329332947731018,6403500,1.2958666503429412,1.3700904977379862,65.5209052183194,1.2958666503429412,1.5351958333667324,1.05653746731915
2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,1.3946670293807983,10771500,1.3016000032424926,1.3724311197992063,65.10873915140061,1.3016000032424926,1.544791507361787,1.0584084991231981
2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,1.463333010673523,18457500,1.3210666537284852,1.3810884427396173,62.36806953669315,1.3210666537284852,1.5494254694863152,1.0927078379706552
2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,1.4173330068588257,13695000,1.33926665186882,1.3845403059890657,57.469990150603536,1.33926665186882,1.533208006453697,1.1453252972839432
2010-08-05,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.363332986831665,1.363332986831665,11943000,1.3492332994937897,1.3825205613074085,48.970714986883415,1.3492332994937897,1.5248747121831947,1.1735918868043846
2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,1.305999994277954,11128500,1.3565333008766174,1.3752328882569844,36.848019855274,1.3565333008766174,1.5097659185400036,1.2033006832132311
2010-08-09,1.3266669511795044,1.3320000171661377,1.296666979789734,1.3066669702529907,1.3066669702529907,12190500,1.3650332987308502,1.3687028008280326,45.15240712236283,1.3650332987308502,1.48131931996586,1.2487472774958404
2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,1.2686669826507568,19219500,1.3680000007152557,1.3591755800492447,42.282760354530055,1.3680000007152557,1.469669665667773,1.2663303357627385
2010-08-11,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,1.1933330297470093,11964000,1.3615333020687104,1.3433810514490319,30.769193224767037,1.3615333020687104,1.4886192902593511,1.2344473138780696
2010-08-12,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,1.1733330488204956,10365000,1.3538999557495117,1.3271860035796474,27.137552234387627,1.3538999557495117,1.5058749456292078,1.2019249658698157
