S.No,Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,RSI,MACD,Signal Line,BB_upper,BB_middle,BB_lower,50_MA,200_MA,Daily_Returns,Volatility,Differenced_Close
42,8/19/2011,1.590667009,1.614667058,1.466667056,1.486667037,1.486667037,20629500,1.738733411,1.818213391,32.14664505,-0.063298042,-0.049088732,1.981579401,1.738733411,1.495887421,1.818213391,1.793123355,-0.080791039,0.031823342,-0.130666018
3222,4/11/2024,172.5500031,175.8800049,168.5099945,174.6000061,174.6000061,94516000,171.9440018,182.1774005,48.47753155,-3.107128458,-4.251081946,181.1495918,171.9440018,162.7384117,182.1774005,228.2077499,0.016534768,0.028214733,2.840011597
1269,7/7/2016,14.20666695,14.5413332,14.20066738,14.39599991,14.39599991,54180000,14.1375668,14.50209343,52.0391837,-0.133752877,-0.228845539,15.38679977,14.1375668,12.88833384,14.50209343,14.53088003,0.006994991,0.025812564,0.100000381
2359,11/3/2020,136.5766602,142.5899963,135.5633392,141.3000031,141.3000031,103055100,142.0018326,140.8698125,51.75516924,-0.884405318,0.300858338,153.1093351,142.0018326,130.89433,140.8698125,82.57968987,0.058400617,0.057036615,7.796676636
244,6/8/2012,1.924000025,2.012666941,1.876667023,2.005332947,2.005332947,13216500,1.971666712,2.12488004,49.35285523,-0.051029764,-0.057759902,2.137868939,1.971666712,1.805464484,2.12488004,2.013916644,0.039750771,0.035001777,0.076665998
1134,12/22/2015,15.66600037,15.77000046,15.30866718,15.32999992,15.32999992,29422500,15.23010001,14.78736004,53.14952927,0.117526842,0.087724129,15.97460567,15.23010001,14.48559436,14.78736004,15.70778663,-0.011222897,0.028629889,-0.173999786
2944,3/3/2023,194.8000031,200.4799957,192.8800049,197.7899933,197.7899933,154193300,200.8754997,161.2357999,54.87431162,8.915595956,11.80944587,213.4116442,200.8754997,188.3393552,161.2357999,220.6581837,0.036092193,0.051923484,6.88999939
1104,11/9/2015,15.53266716,15.53266716,14.95400047,15.02200031,15.02200031,57763500,14.52280006,15.71591993,50.61198766,-0.171059762,-0.38499706,15.63965608,14.52280006,13.40594404,15.71591993,15.52721996,-0.030254799,0.027480185,-0.46866703
262,7/5/2012,2.053999901,2.111332893,2.053333044,2.082000017,2.082000017,18807000,2.074066645,2.060360043,50.63624603,0.012809354,0.018566837,2.264637305,2.074066645,1.883495985,2.060360043,2.057349983,0.018591051,0.036184496,0.038000107
1124,12/8/2015,15.16800022,15.25333309,14.94666672,15.11466694,15.11466694,40314000,14.88176675,14.91524006,51.0998067,0.161177023,0.098420527,15.96097859,14.88176675,13.8025549,14.91524006,15.61451329,-0.01908015,0.02848803,-0.293999672
835,10/15/2014,14.66666698,15.399333,14.48799992,15.31333256,15.31333256,137209500,16.52940011,17.22906656,34.96518347,-0.448969967,-0.265020048,18.02431661,16.52940011,15.03448361,17.22906656,14.70985333,0.011626859,0.026324804,0.175999641
2581,9/22/2021,247.843338,251.2233276,246.3733368,250.6466675,250.6466675,45378900,246.1695007,234.7426007,58.69816731,4.268031144,4.863358027,256.81426,246.1695007,235.5247415,234.7426007,232.0301003,0.016987181,0.019008184,4.186660767
2662,1/18/2022,342.2033386,356.9299927,338.686676,343.5033264,343.5033264,66743400,352.9938309,353.297998,47.48264146,1.4690197,3.241898774,394.9454572,352.9938309,311.0422045,353.297998,268.5517337,-0.018197241,0.04336952,-6.366668701
1776,7/12/2018,21.42866707,21.54866791,20.85133362,21.11400032,21.11400032,85818000,22.45219984,20.8867733,45.85411309,-0.042418226,0.236531795,24.92197584,22.45219984,19.98242384,20.8867733,21.3655666,-0.007054158,0.029745821,-0.149999619
1182,3/3/2016,12.55200005,13.16133308,12.28133297,13.04933262,13.04933262,72435000,11.36876655,12.95670662,60.62818219,0.051642987,-0.266283054,13.55367536,11.36876655,9.183857732,12.95670662,15.38778329,0.039290608,0.034126778,0.493332863
341,10/25/2012,1.853332996,1.853332996,1.830000043,1.834666967,1.834666967,8665500,1.896600008,1.93058666,43.46875258,-0.02751736,-0.023485082,1.993946904,1.896600008,1.799253112,1.93058666,2.06460664,0.003647165,0.029209038,0.006667018
1351,11/1/2016,13.20266724,13.23333263,12.54066658,12.7193327,12.7193327,105900000,13.33676653,13.60063995,36.43641738,-0.13827594,-0.115207343,13.830634,13.33676653,12.84289905,13.60063995,14.18055668,-0.035098427,0.018714968,-0.462667465
749,6/13/2014,13.65200043,13.78600025,13.4386673,13.76133347,13.76133347,53164500,13.61703334,13.56088007,53.01938872,0.048926096,0.039627522,14.29125751,13.61703334,12.94280916,13.56088007,12.21948003,0.014249236,0.030211528,0.193333626
2795,7/29/2022,280.7000122,298.3200073,279.1000061,297.1499939,297.1499939,95313000,251.3946663,240.6528,70.89087471,11.29072484,6.063647777,289.7550118,251.3946663,213.0343208,240.6528,303.1416827,0.05784977,0.044617621,16.25
481,5/21/2013,5.900000095,5.999332905,5.685332775,5.839333057,5.839333057,134973000,4.528733289,3.458306718,74.76649291,0.780995922,0.637026249,6.673196964,4.528733289,2.384269615,3.458306718,2.482229984,-0.026128546,0.056573167,-0.156666756
2444,3/9/2021,202.7266693,226.0299988,198.4033356,224.5266724,224.5266724,202569900,241.2038345,258.2921335,44.53819079,-15.75843175,-11.48304719,293.4690244,241.2038345,188.9386447,258.2921335,159.7416797,0.196412076,0.048282889,36.86000061
3322,9/4/2024,210.5899963,222.2200012,210.5700073,219.4100037,219.4100037,80651800,210.2100021,222.018801,53.29627421,-0.952722835,-1.594736119,227.8912788,210.2100021,192.5287254,222.018801,202.8719003,0.041832846,0.04272309,8.809997559
2005,6/11/2019,14.60933304,14.7266674,14.23333263,14.47333336,14.47333336,174802500,13.51480007,15.79080002,52.62481135,-0.586922734,-0.906462452,15.54887392,13.51480007,11.48072623,15.79080002,19.41174,0.019823349,0.0319582,0.28133297
784,8/4/2014,15.62533283,16.03333282,15.55133343,15.90133286,15.90133286,89395500,14.87380013,14.72418665,64.74653558,0.174601524,0.089392445,15.5949455,14.87380013,14.15265477,14.72418665,12.82304003,0.022506072,0.021738523,0.349999428
2867,11/9/2022,190.7799988,195.8899994,177.1199951,177.5899963,177.5899963,127062700,214.0510002,249.4122006,24.47521603,-14.26749333,-12.30404385,240.0896314,214.0510002,188.0123691,249.4122006,273.4404503,-0.071667572,0.035442854,-13.71000671
2766,6/16/2022,222.7366638,225.1666718,208.6933289,213.1000061,213.1000061,107390700,233.3468338,274.3035345,38.30370628,-12.62097988,-12.9861981,260.2428802,233.3468338,206.4507874,274.3035345,304.3792664,-0.085407699,0.048234132,-19.8999939
2684,2/17/2022,304.4200134,306.1666565,291.3666687,292.1166687,292.1166687,55178400,301.9511642,327.5920642,42.38427355,-9.288040371,-10.35001934,323.1088206,301.9511642,280.7935079,327.5920642,276.1023501,-0.050942699,0.044399855,-15.67999268
1515,6/28/2017,24.44533348,24.78266716,24.16799927,24.74933243,24.74933243,94537500,24.41773348,22.34289337,58.60850184,0.825020191,0.955577316,26.15275664,24.41773348,22.68271032,22.34289337,17.02907005,0.024477666,0.021752088,0.591331482
2088,10/8/2019,15.7246666,16.2626667,15.63333321,16.00333214,16.00333214,130173000,16.01743336,15.48188002,52.99590745,0.098374279,0.139034714,16.84982118,16.01743336,15.18504554,15.48188002,17.15332002,0.009801399,0.026300685,0.155332565
2961,3/28/2023,192.0,192.3500061,185.4299927,189.1900024,189.1900024,98654600,186.9699997,183.3222,51.44247229,1.217110712,1.011566257,203.1774894,186.9699997,170.76251,183.3222,216.185617,-0.013659325,0.042058128,-2.619995117
2975,4/18/2023,187.1499939,187.6900024,183.5800018,184.3099976,184.3099976,92067000,190.0499992,192.4821997,46.94560572,-0.895791025,-0.033857204,201.9016612,190.0499992,178.1983373,192.4821997,213.3480003,-0.014595786,0.033696596,-2.729995728
2366,11/12/2020,138.3500061,141.0,136.5066681,137.2533264,137.2533264,59565300,139.7548325,139.5568654,47.33545068,-0.372712691,-0.06089006,147.7185272,139.7548325,131.7911378,139.5568654,86.14447311,-0.012873746,0.052702676,-1.790008545
1614,11/16/2017,20.93266678,21.20933342,20.75333214,20.83333206,20.83333206,87331500,21.12493315,22.71142658,42.77409065,-0.634664517,-0.705242455,22.87609321,21.12493315,19.37377308,22.71142658,21.44295665,0.003854799,0.022708515,0.079999924
1413,2/1/2017,16.87000084,16.87999916,16.60333252,16.61599922,16.61599922,59382000,16.06220007,14.36380005,70.38725709,0.713490315,0.740933315,17.41925244,16.06220007,14.7051477,14.36380005,14.27880672,-0.010677647,0.017935004,-0.179334641
627,12/17/2013,9.838666916,10.30866718,9.754667282,10.16399956,10.16399956,157425000,8.9695333,10.07500006,59.54041734,0.044771636,-0.180344307,10.40639816,8.9695333,7.532668443,10.07500006,7.80564001,0.030552838,0.046705859,0.301332474
348,11/7/2012,2.06666708,2.136667013,2.053999901,2.102667093,2.102667093,25717500,1.905900002,1.928933299,64.28776706,0.02967535,-0.001115968,2.077304952,1.905900002,1.734495052,1.928933299,2.07236998,0.012520073,0.031234689,0.026000023
